id	entity	label	right
23327	蒋灵芸	ni	
29304	李瑷彤	ni	
30936	蜀志·诸葛亮	ni	
15370	新圣堂影业	ni	
904	亚当	ni	
22456	大兴区委教育工委	ni	
463	李小龙	ni	
13425	BRT学院	ni	
5794	劳斯莱斯幻影	ni	
644	奥尼尔	ni	
24618	蔡明民代表	ni	
7367	美国克莱斯勒汽车公司	ni	
8596	柏拉图	ni	
27452	张亮忠	nh	
14897	库里/	ni	
19233	陈碧舸	nh	
4596	3艾尔·霍福德	ni	
7432	卡佩拉强	ni	
4101	中央政治局常委	ni	
23329	蒋欣妍	nh	
18618	戴安·格林	nh	
25297	纽古斯塔斯	nh	
25785	洪森	ni	
18589	马蒂斯	nh	
9277	永道中天会计师事务所有限公司	ni	
30143	祥谦	ni	
16111	骑勇	nh	
10997	黄埔军校	nh	
25749	上海客运南站	ni	
29382	为云	ni	
1041	琪达	ni	
15259	蓟镇长城	ni	
14392	格兰特希尔	nh	
28597	薛埠	ni	
30704	中华人民共和国最高人民检察院	ni	
6375	蒲公英	ni	
15674	小boss	ni	
9476	乔丹·克拉克森	ni	
3127	方正正	ni	
10462	孙吴孙权	ni	
24317	赵信突	ni	
12593	浙江唐德影视股份有限公司	ni	
12429	赵方	nh	
1958	花旗银行	ni	
4854	悦祺	nh	
30092	奔驰中国官网	ni	
8298	徐耿	ni	
15975	陈杨	nh	
104	劲炫	ni	
6411	胡某	ni	
3775	尼日利亚海关	ni	
25017	马来群岛	ni	
14826	国际高尔夫联合会	ni	
11450	青海省公安厅	ni	
23059	陈江华	ni	
28292	科罗拉多大学	ni	
26560	天瑞	ni	
2094	摩赞	ni	
5116	小米印度销量	ni	
18519	大卫·休谟	nh	
5772	谢东燊	nh	
24884	切尼	ni	
6511	飞云	ni	
18847	辨别斯凯奇	ni	
1069	逸动	ni	
30363	八气囊	nh	
7899	格里昂酒店管理学院	ni	
5539	王复活	ni	
25335	美国海军关岛基地	ni	
19380	俞敏洪	ni	
20697	8强	ni	
24935	陈末	ni	
14647	林翔	nh	
18054	李敬一	ni	
17001	屈原因	ni	
23001	王蟹	ni	
260	吴亦凡	nh	
10184	少芬	nh	
30443	艾奇布恩	ni	
24308	顾虑重重\	ni	
663	思铂睿	ni	
26964	北京798艺术中心	ni	
28849	ESPN数据中心	ni	
1001	凯越	ni	
15865	云骑士	ni	
9307	摩莉尔	nh	
28304	兰博基尼公司	ni	
12659	依波路	ni	
21677	邓肯背	ni	
12542	香港红磡体育馆票价	ni	
26623	魅族总部维修中心	ni	
12956	波特兰开拓者	ni	
25846	美国丰田公司	ni	
28200	勉县大唐汽贸	ni	
13055	宋佳	nh	
16746	俄国家技术公司	ni	
27380	朴山	ni	
22812	侧基	ni	
23693	rails	ni	
13373	miracast	ni	
25767	甲西	nh	
12671	杨智	ni	
18554	维尔登戈	ni	
8193	蓝牙配	ni	
464	小屏	ni	
15720	第二建筑学院	ni	
12294	日美国海军陆战队	ni	
14818	翔菲亚特	ni	
20092	北京三高队	ni	
23842	张五	nh	
12	上海	ni	
12233	除德里克	ni	
9297	通用电气（中国）有限公司	ni	
3744	大洛佩斯	nh	
19604	范一飞	nh	
25079	刘琮	nh	
11462	田馥甄	nh	
12284	罗兰希	ni	
14126	帕拉贝鲁姆	ni	
4991	阿杜里斯	nh	
27833	萨内蒂	ni	
10216	沙龙	ni	
18433	广汽本田韶关远达店	ni	
17641	桑桑	nh	
6902	王图	ni	
6433	华硕公司	ni	
26415	济南海关	ni	
8990	夏洛	ni	
22023	阿耳特弥斯弓	nh	
29084	宝姿	ni	
21166	贾诺	ni	
19873	孙夷娃	nh	
19543	陈兰心	ni	
27715	金内胆	nh	
7435	贾母	nh	
1101	丰田锐志	ni	
14925	斯科蒂	nh	
8739	西藏自治区公安厅网安总队	ni	
14112	安吉拉	ni	
12097	华东师范大学出版社	ni	
27843	希表	ni	
8441	葛氏	ni	
12642	诸葛恪权	nh	
16550	云霞	ni	
23868	项贤明	nh	
8052	东风本田艾力绅	ni	
12131	红旗南路辅路	ni	
10172	威盛	ni	
19880	赵暖暖	nh	
4097	卢卡库	ni	
25119	弗吉尼亚理工大学	ni	
131	Pro	ni	
24582	陆丞	nh	
18083	赵云|	ni	
28286	卡闪迪	ni	
19256	续马队	nh	
30716	常欣	nh	
28596	叶边	nh	
1799	陈奕迅	nh	
13826	梅港乡东南	ni	
28690	安琪拉王昭君	ni	
13693	马克尔	nh	
6566	胡歌夹	ni	
17487	SUN公司	ni	
21760	梅肯	ni	
11226	杨晓京	nh	
11161	小杨	nh	
10982	曹华益	nh	
2283	米勒	ni	
23783	中国关心下一代工作委员会专家委员会	nh	
29521	菲奥娜·海牛	ni	
15712	小胖	nh	
19856	虞美人》·李煜	ni	
3695	沈海高速	ni	
29682	鲁肃版	nh	
25404	郑上路小学	ni	
10224	加州理工大学	ni	
8074	常熟经济技术开发区	ni	
9740	陈昊宁	ni	
30581	赵铭	nh	
18525	马步	ni	
15757	马海祥	ni	
27493	靳埭强	ni	
22988	百度软件中心	ni	
12245	马飞飞	ni	
25146	古永锵	nh	
31055	白皓宇	nh	
11593	小苍	ni	
18049	颜世安	nh	
14616	北京光明健能乳业有限公司	ni	
24822	首席汽车集团	ni	
28652	湖北省仙桃中学	nh	
21863	张本智	ni	
3416	秦国	ni	
12385	云楚音这般	nh	
23282	西安市公安局交通警察支队	ni	
24416	斯道姆	ni	
2955	奚梦瑶	nh	
24372	齐莱	ni	
18859	卡兹洛斯	ni	
30298	李曼夺	ni	
231	mini	ni	
5176	东风起亚	ni	
4046	81号魅族认证店成都二环路光华	ni	
19352	罗某	ni	
3500	袁立	nh	
15119	老李	ni	
10799	华润万	ni	
27052	翠华	ni	
27622	扬尼	nh	
5441	常敬宁	nh	
9421	吕玉刚	ni	
18780	乾昆	nh	
19250	耶和华	nh	
17686	王志	nh	
693	英伦	ni	
20861	德尔	ni	
15385	方敏	nh	
13825	3l	ni	
22949	国家外国专家局培训中心	ni	
24160	小广侗族婚俗	ni	
10787	现代雅绅特	ni	
18085	顶配版本	ni	
20273	武元	nh	
9659	山东奥太	ni	
20319	美国综合大学	ni	
23512	周凯	nh	
8263	德意志统一	ni	
11187	威夫尔	ni	
17060	中国外经贸	ni	
716	金士顿	ni	
25746	谷歌IP地址	ni	
314	小二	ni	
10192	宝来威驰	ni	
11871	胡赟	ni	
29903	欧文莱	ni	
6743	毛阿敏	nh	
28688	金比	ni	
7370	美国福特	ni	
12103	陈琦	nh	
25699	李白千	ni	
15723	赛威	ni	
12765	小米笔记本	ni	
1762	洛里	ni	
12086	灭杰斯	ni	
15566	老蝙蝠	nh	
16868	全国中小学作文教学研究会	ni	
15134	叶昭却	ni	
28867	宋宇	nh	
25865	韩彩	ni	
25078	蔡瑁暗	ni	
31047	阿米努	ni	
13984	管子·	ni	
6889	阳光影视有限公司	ni	
24307	汪汪\	nh	
15023	欧氏	ni	
1476	普攻	ni	
27212	鲍勃·格尔多夫	nh	
22511	中国青年队	ni	
21502	Markush	ni	
17150	谷奇	nh	
19708	徐工	nh	
28315	大卫李	ni	
8799	李秉宪	ni	
6388	张铭阳	ni	
14076	Rovin	nh	
8559	唐国强	nh	
17217	爱奇艺影业公司	ni	
23700	陶里安	ni	
8312	狄寨医院	ni	
6172	奥尼科西亚	ni	
15442	欧菲莱斯）	ni	
22492	十六里河街道办事处	ni	
25438	刘繇部	ni	
351	丰田卡罗拉	ni	
24396	基密里博公司	ni	
4294	本德尔	ni	
14753	爱兰	ni	
2917	考特尼	ni	
12808	乔任梁	nh	
21524	沙巴汀尼	ni	
5137	亨利·米勒	nh	
14941	麦登	ni	
6008	王者级	ni	
6054	重庆力帆	ni	
29305	王红丽	ni	
14123	高月	nh	
28711	卡储	ni	
11618	音乐公司	ni	
8671	乔丹科比	ni	
969	埃尔金	ni	
25540	乐视影业	nh	
24212	@1	ni	
6799	隆哥	ni	
20029	陈映红	ni	
25875	王传	ni	
3274	俄克拉荷马城雷霆队	ni	
28066	普列特	ni	
6966	李闯王	nh	
7139	王健林	ni	
22927	丁彦雨航	ni	
25172	吉林市江南阳光	ni	
16301	广州汽车	ni	
18356	神龙主导	ni	
10933	包公	ni	
6440	力压德拉季奇	ni	
18399	别克公司	ni	
12287	凯力威	ni	
10391	迈阿密热火队	ni	
7032	丁岚	ni	
24810	澳洲AIMS澳洲医学科学家研究所	ni	
16376	九宫格键盘	ni	
257	黄屏	ni	
7670	范仲淹	ni	
29882	美国连邦法院	ni	
3090	欧莱雅	ni	
6155	rand	ni	
11944	Marmalade	nh	
10852	布斯克茨	nh	
10334	恋华	nh	
5793	宝马7系	ni	
3279	成名英雄	ni	
5026	恩斯特	ni	
21460	阳光一百物业	ni	
3214	索斯诺夫	ni	
22008	阿里哥哥	nh	
25881	李龙俊	nh	
18316	艾媒	ni	
7760	国际信用卡组织	ni	
26525	王结界	ni	
2297	阿迪达斯	ni	
25375	赵国赵国	ni	
9906	马斯	nh	
22525	乌龙学院	ni	
40	泰亨	ni	
12508	桑普森	ni	
14057	顾漫	ni	
14077	一汽大众是合资公司	ni	
28403	杨紫盖	nh	
8404	吴郡陆氏	ni	
17501	冯骥才	nh	
3164	赵辰	ni	
1587	马库斯	ni	
11004	兰卡斯特	ni	
17379	美国职业篮球协会	ni	
2981	CFO陶伟	ni	
27927	郑素敏	nh	
19395	何梅	nh	
5888	SD协会	ni	
2418	司马迁	ni	
29220	长安海关	ni	
1376	华晨宇	nh	
9178	志高集团	ni	
10523	菲尔普斯	ni	
30661	李芝恩	nh	
146	骁龙	ni	
22582	北京市东城法院	ni	
20880	迈克尔·伊夫斯	nh	
1987	米兰队	nh	
10007	长严俊	ni	
844	小牛队	ni	
7564	詹密	ni	
6476	EXO-M	nh	
14037	高家明	nh	
19275	吴川	ni	
21579	凤夙	nh	
15817	田裕子	ni	
6109	孔子学院中外	ni	
21883	武娉	nh	
17887	吕布··饕餮	ni	
15364	华南路府城大道口	ni	
8911	弗雷尔卓德	ni	
16069	juice	ni	
8756	贺浩	nh	
7386	马来西亚联队	ni	
4822	吴征	ni	
22150	日本共同社	ni	
19058	德玛西亚杯五连冠	nh	
17397	小题大	ni	
22681	谢家湾	ni	
2603	广东宏远俱乐部	ni	
4052	卡二	ni	
6111	陆羽	nh	
27019	惠楼长城	ni	
27429	奥诺	nh	
5828	萨科	ni	
14808	戚绍斌	ni	
4806	王官屯	ni	
26980	拉瓦锡	ni	
29207	李渊林	ni	
7579	嘉汇阳光小学学费	ni	
927	刀锋	ni	
7730	江苏紫米电子技术有限公司	ni	
27836	李玮峰	nh	
12025	天煞	ni	
19665	黑王宝强	nh	
26071	刘楚玉	ni	
5467	北伊利诺伊大学	ni	
9303	中国工商银行	ni	
9572	登临八达岭长城	ni	
8682	恒大童话主题公园	ni	
12083	深圳市鹏利电梯	ni	
23401	宁波舜宇光电	ni	
19934	康熙帝	nh	
4907	威廉	ni	
29078	广州邮区中心局国际邮件分局	ni	
7820	东风风神公司	ni	
13563	牛津英语词典	ni	
23850	涛姐夫	nh	
10176	高云翔	nh	
17888	牌夫	ni	
16160	彭云飞	ni	
25595	汤普森布克德罗赞	ni	
29899	杨程传	ni	
11150	奥迪保时捷中国裁判文书网	ni	
20262	顾维钧	nh	
17520	王之莫	nh	
9071	金河田	ni	
12661	联通BVI公司	ni	
24344	勒东	nh	
13389	藏羚羊	ni	
4949	忆莲	ni	
5418	陶渊明	ni	
23620	严敏	nh	
30856	北京军区	ni	
6574	拧松	ni	
14153	爱尔眼科医院	ni	
11959	决莱昂纳德	ni	
7024	国家美式足球联盟	ni	
21805	蒋家骏	nh	
26019	鲁道夫	nh	
29814	亚当·欧宝	ni	
8858	滦平一中	ni	
23020	东阳星瑞影视文化传媒有限公司	ni	
28660	贵州省统计局	ni	
1791	附庸	ni	
27132	石榻摊	ni	
13203	一汽海南汽车厂	ni	
19477	紫红	ni	
10590	国家计委	nh	
8766	相克	ni	
26193	贝里内利	ni	
26234	昌河汽车	ni	
4427	薇恩	ni	
24421	围巾斯	ni	
27860	张晨光	nh	
20692	特尔菲尔	nh	
6078	国家学生奶办公室	ni	
4983	郑州市	ni	
4665	马克·加索尔	nh	
15199	天津欧德美	ni	
6458	张淑梅	nh	
10517	阿迪耐克	ni	
16232	马来亚大学	ni	
25277	R·w·汤姆生	ni	
11839	狗比	ni	
12186	胡鞍钢	ni	
8482	河南长孙氏	ni	
18005	张世君	ni	
5779	小米账户中心	ni	
8185	北京中医院滦平分院	ni	
26624	凯越汽车车门	ni	
2496	Research公司	ni	
27807	昆汀·塔伦蒂诺	nh	
18137	庞士元	nh	
15701	吕布吕布	ni	
26582	贾尼·里维拉	ni	
1236	高阶	ni	
30627	孔儒	nh	
16048	暴风集团股份有限公司	ni	
18995	宋暖	ni	
5245	卡=/	ni	
18097	上海大众旗	ni	
14658	国家三包	ni	
19225	里科	nh	
5492	宋小宝	nh	
17242	老特拉福德	nh	
25960	张欣	nh	
10315	宝马官方	ni	
28896	观音山森林公园	ni	
18472	朱聪明	ni	
13246	吉林通	ni	
3751	龙之谷	ni	
11663	老捷达	ni	
8630	广州办事处	ni	
4882	董承入宫	ni	
14809	石秀田	ni	
27958	日产公司	ni	
18336	日本电影学院	nh	
12778	航空工业委员会	ni	
8952	假定远	nh	
28810	小由奉先	ni	
14782	guldberg	ni	
15342	陈晓春	ni	
16076	大卫·马可尼	nh	
25011	叁珊莎	nh	
24657	江淮骏铃4102机器	ni	
23003	熊王哥顿	ni	
25652	上海VI设计公司	ni	
10019	王宗	nh	
24113	Berkeley加州大学伯克利分校	ni	
10451	韩式风	ni	
19441	李渊登	nh	
25395	伊利诺伊理工学院	ni	
3461	岭南民俗	ni	
1610	明尼阿波利斯	ni	
21697	伊莎贝拉	ni	
20116	雷·阿伦	ni	
4551	麦格雷戈	nh	
7928	陈琳曲	nh	
8151	小米盒子	ni	
2894	管柱	ni	
25980	王治郅姚明	ni	
922	热火	ni	
6513	山西通洲煤焦集团股份有限公司	ni	
6123	陈红挺	ni	
28445	国家冰球联盟	ni	
23883	利伟诚美国生物科技公司	ni	
7327	舒心	ni	
25356	南京市教育局	ni	
11171	古巴共产党	ni	
24038	梅尔文	ni	
22174	黄岗路口顺德汽车总站	ni	
16431	汪西路北	ni	
1529	波尔津吉斯	ni	
27266	司马龙	ni	
3300	张含韵	nh	
10770	周仪翔	ni	
20395	约翰肯尼迪	ni	
14458	曹学所	ni	
7750	刘星	nh	
15584	迪马利亚	ni	
22838	康泰	nh	
5502	福莱	ni	
21923	福克思	ni	
13084	滴滴公司	ni	
28246	拉威尔	ni	
19082	付辛博颖儿	nh	
11508	34MB	ni	
6655	蔡锷	ni	
26334	phpinfo	ni	
8230	克拉克斯顿	nh	
4034	艺兴	nh	
11127	乌迪尔	ni	
2905	詹黑	ni	
24779	萨缪尔森	nh	
18812	朴胜天	ni	
13851	现代汉	ni	
3273	拉塞尔·威斯布鲁克	nh	
3129	陈明永	ni	
3811	康纳	nh	
14092	薄暮冥冥	ni	
3874	丰田兰德酷路泽	ni	
5055	王建	ni	
16214	薛可勇	ni	
27863	鲁俊谷	nh	
16517	北京总裁	ni	
2982	许建胜	nh	
16638	老铁帮	ni	
14492	叶布	nh	
16377	九宫格拇指键盘	ni	
27329	陈寿	ni	
14758	尧舜禹	ni	
28674	南京市第十八中学	ni	
4325	唐生	ni	
9441	袁绍亦	ni	
6586	西门子行货手机充电器	ni	
27296	石井四郎	ni	
3641	梅方	ni	
2654	瑞昱	ni	
29640	5h	nh	
19490	刘炳亮	nh	
4600	凯·费尔德	ni	
3846	达尔优	ni	
19544	福州APP开发公司	ni	
17545	雷及弟	nh	
8886	密歇根大学	ni	
28128	百视维	ni	
26417	美国丰田汽车销售公司	ni	
3516	穆凡	nh	
30412	华为客户服务中心洛阳凯旋路店	ni	
29852	龙岩区龙岩一中	ni	
28759	英语国际音标	ni	
12476	柳井	nh	
6827	奥克利	ni	
27691	冈部伦太郎	nh	
16380	郴州现代	ni	
5826	克劳奇	ni	
16494	西点军	ni	
17548	吴千语	nh	
9356	开锁健	ni	
25987	李旦	nh	
9340	乔丹诺	nh	
10612	国家教育部	ni	
16973	帕萨特胎	ni	
21765	佩奇	ni	
26263	腕索尔	nh	
16574	华盛顿子弹队	ni	
2439	国际文化出版公司	ni	
13455	李登作	nh	
30740	美国科学信息研究所	ni	
6682	高政清	nh	
18616	王南	nh	
9258	LIMITED乐购管理有限公司	ni	
13854	朱茵	nh	
20109	麦迪/里德	ni	
5529	emi	ni	
29362	桑特佩	ni	
170	安智	ni	
6287	小攻	ni	
5707	凡凡	nh	
13689	阿伦身	nh	
3543	董显光	ni	
31046	格里芬连	nh	
15313	阿斯顿教育集团	ni	
28854	德原朗	ni	
5097	VIE公司	ni	
14342	重庆民权路89号日月光中心	ni	
3116	艾诺	ni	
27480	四川男篮	ni	
20244	中国电影表演艺术学会金凤凰奖学会	ni	
20702	卡特琳娜卡特琳娜	nh	
16573	沃尔沃香周	ni	
20892	缪杰	nh	
4295	布兰登·奈特	nh	
3558	中宣部	nh	
6083	晓涵	ni	
980	单击	ni	
27526	长安福特马自达汽车有限公司南京公司	ni	
5443	帕努奇	ni	
12950	张静静	nh	
2082	汤固东	ni	
13056	新泽西篮网队	nh	
9663	澳洲计算机协会	ni	
21438	上海大众品牌	ni	
14957	阿隆戈登	ni	
8418	韦后	nh	
29969	华科尔	ni	
22391	天士力集团	ni	
3608	范喜良	ni	
13535	丁威	nh	
20612	工大深圳研究生院	ni	
27626	阳正新	ni	
25552	德明	nh	
417	途锐	ni	
21445	吴晗	ni	
24183	三星官网查询服务中心	ni	
19100	唐磊	nh	
5151	Bug	ni	
29063	李斌	nh	
26955	张大千	ni	
16895	何勇	nh	
24041	5CuttinoMobley	ni	
10444	中国工商银行河南省分行	nh	
5372	戴妃	ni	
19990	敦国王学院	ni	
20025	金子亚里纱	nh	
5380	银耳	ni	
14301	美国克莱斯勒公司	ni	
3088	联安物业办公室	ni	
27352	斯特拉克	nh	
4816	别克英朗	ni	
4595	金州勇士队	ni	
826	利拉德	ni	
21705	张芸岚	ni	
9794	牛定	nh	
23726	陈家坪会展中心	ni	
30028	一汽骏派	ni	
14423	王跑	nh	
24154	平谷长城	ni	
27376	孟买大学	ni	
1800	董姿彦	ni	
9913	安满	ni	
5853	兰比尔	ni	
29654	香港大学倾向	ni	
1595	贾玲	nh	
3888	乔妹	nh	
22019	isFile	nh	
23891	美国西屋电气公司	ni	
18858	索罗图克	ni	
25916	上海市浦东新区浦东南路	ni	
15372	千雅	ni	
24569	克哪凯	ni	
4335	柯林斯	ni	
18135	长安马自达汽车	ni	
13702	迈克尔·贝	nh	
16825	ah	ni	
17927	皮爽	ni	
22173	阜兴泰	ni	
6927	勇宇韩彩英李东健	nh	
29711	鼎伦吉利汽车店	ni	
15454	成都车展	ni	
24644	俞月亭	ni	
238	air	ni	
28988	菲轩	nh	
26043	郑业成	nh	
23038	紫武	ni	
25422	秦都区育才中学	ni	
11758	朝阳区阳光	ni	
26489	李指数	ni	
3936	JCB	ni	
17182	武火滚沸	ni	
13886	迪奥·桀傲	ni	
16396	涅姆	ni	
17323	帕纳梅拉	ni	
20853	UTrust安全管理中心	ni	
9471	王韦德	ni	
20446	阳光作文总会	ni	
17309	魏驸马	ni	
23213	bvi公司	ni	
833	休斯顿	ni	
23316	金钟万	nh	
24816	粗黑简	ni	
28784	林珊	nh	
3306	欧拉	nh	
24357	韩国队伊朗队	ni	
8534	刘谌	nh	
16083	中国人民大学出版社	ni	
10584	罗丁	ni	
6121	amazon	ni	
11982	袁娅维	nh	
12938	深圳龙岗大运中心体育馆	ni	
18622	詹仁雄	nh	
12319	PHEV东风集团	ni	
26390	黄羽	nh	
2840	妙丽	ni	
18127	王磊	nh	
28093	武汉职业技术学院	ni	
10333	中文大学	ni	
30082	王所授	ni	
3685	angularjs	ni	
783	家宝	ni	
17828	菲菲	nh	
14406	萧平旌	ni	
20402	里斯强	nh	
2895	乔治亚罗	ni	
25349	维拉努瓦	ni	
14116	SOLTON公司	ni	
3961	平安银行	ni	
10402	淮伟	nh	
4802	迪希亚	ni	
12494	胡咏	ni	
29144	奥迪汽车公司	ni	
12338	统一文字	ni	
19158	runnable	ni	
6466	小米空气净化器	ni	
14479	泰瑞纳斯	ni	
9190	尔滨虹桥中学	ni	
2538	盖拉多	ni	
4022	吉利远景	ni	
22860	红梅路潜江剧院	ni	
16423	浙江祥源文化股份有限公司	ni	
3505	杜江	nh	
15423	布莱达	ni	
20194	格林斯伯勒	ni	
11951	一汽股份	ni	
6092	oppo客户服务中心	ni	
15789	沃克飞	nh	
3487	林落白	nh	
20849	克里斯三分投篮	ni	
18286	周宿	nh	
6780	丁彦	ni	
29169	普雷斯蒂	ni	
18827	凡觐	ni	
1234	萨菲隆	ni	
8951	小米4	ni	
18755	陕西卫视组织	ni	
11185	鲍曼	nh	
23838	世煌	ni	
5199	门罗	ni	
6618	孙武	ni	
7834	安芬尼·达威	ni	
18115	广州恒大）队	ni	
24196	金浦机场距离	nh	
149	荣耀	ni	
27677	卢星宇	nh	
2323	莫迪	ni	
13816	伏羲氏	ni	
23011	张楚楚	ni	
8072	菲克品牌	ni	
16927	德国精英大学	ni	
7460	中央委员会	ni	
21808	托纳多雷	nh	
29791	赛纳	ni	
13183	克里斯迪夫诺兰	nh	
8977	陈子桐	nh	
21652	斯波斯特拉	nh	
15474	小米6摄像头	ni	
11478	getReadBuf	nh	
22588	澳洲斐尔律师事务所	ni	
27623	尤西	nh	
5121	a127	ni	
24788	梦幻队	ni	
8415	桓荣	ni	
25311	·科斯	nh	
23740	北京无限自在文化传媒股份有限公司	ni	
25764	forestgen	ni	
2154	天语	ni	
30834	中邮证券研发部	ni	
29031	ansys公司	ni	
26247	成都市佳味	ni	
26208	嘲讽队	ni	
16501	庞统有	ni	
21809	上海二服	ni	
17801	季老	ni	
1430	列斯	ni	
9467	鲁路	ni	
7006	丽安娜	ni	
3948	李一男	ni	
2119	孔略	ni	
16924	爱德华·泰勒	nh	
4297	薛谦	nh	
29760	塞莱汀	ni	
4689	苏维埃社会主义共和国联盟	ni	
25360	农业部种植业管理司经济作物处	nh	
14906	安东尼/	nh	
21643	嘉陵本田	ni	
4092	奥利弗·卡恩	nh	
26099	博班马扬诺维奇	ni	
23893	劳埃德·布兰克费恩	ni	
15248	由东尼·博赞	ni	
8864	赛扬	ni	
20821	庄周一	ni	
3150	嗨氏	ni	
25623	阿尔滨曾	ni	
6673	株洲市荷塘区红旗	ni	
24215	邢志强	nh	
15721	米兰理工大学	ni	
18797	鹿晗陈赫	nh	
23707	中国工商银行深圳市分行	ni	
10642	方预	nh	
20964	刘秀任	ni	
11045	张动图	ni	
23592	小循环	ni	
2963	贾府	ni	
26214	格斗林	nh	
24559	爱车宝	ni	
28754	中国足协杯半决赛	ni	
20424	flushdns	ni	
161	卡卡	ni	
10598	红旗捷达	ni	
12160	于晓光	nh	
15924	勾罗	ni	
21859	苗桐	ni	
16922	奥托·雷曼	ni	
9275	China东亚银行（中国）有限公司沈阳分行	ni	
23760	浙江广友鞋业有限公司	ni	
162	QQ	ni	
6115	汪苏泷	nh	
3330	复旦大学	ni	
7361	孙雯	nh	
1425	辛弃疾	ni	
30040	中华酷宝	ni	
12905	上海百骏	ni	
10515	辽宁省辽阳OPPO售后服务中心	ni	
3745	尼克杨	ni	
11515	陈毓华	nh	
20393	杰西卡	ni	
21308	南阳市人民路店	ni	
7025	美国职业美式橄榄球协会	ni	
9489	伍兹	nh	
19603	赵鹤	ni	
6791	莫泰尤纳斯	nh	
13010	邦德	nh	
29506	宇文泰	ni	
5207	小米枪战	ni	
5836	贾斯汀·克鲁伊维特	ni	
22824	刘雪庵	nh	
477	横屏	ni	
10586	小灵	nh	
9821	西热力江	ni	
5490	斯巴鲁森林人	ni	
16894	王宝	ni	
18890	玛氏公司	ni	
20474	基耶利尼	nh	
12772	麦芽易	nh	
1120	方格	ni	
4549	羿龙	ni	
24780	韬韬	nh	
30014	亚美尼亚瓦尔丹延集团	ni	
30699	郑基石	ni	
22622	避仇	nh	
15719	第一建筑学院	ni	
1124	盘古	ni	
12972	范围0	ni	
202	格锐	ni	
9745	上海汽车集团	ni	
25034	内置华	ni	
12609	河南大学	ni	
29494	绿荫小区)公司	ni	
5030	特斯拉	ni	
8972	亚光	ni	
9459	貂蝉主	ni	
22303	叶夜	nh	
19338	360公司	ni	
1034	日产轩逸	ni	
23574	郭巍青	ni	
14650	ace联盟	ni	
13959	青丘狐帝	nh	
5031	beta	ni	
6151	张固	nh	
30214	福布斯中文网	nh	
13917	30ml	ni	
14148	大卫·格里芬	nh	
8069	杨佑宁	nh	
20304	西江大首尔大综按综合大学	ni	
12862	现代国防	ni	
13520	华为儿童手表	ni	
24274	小米5x5片式	ni	
2728	特奥多西奇	ni	
19940	普保罗	ni	
22152	济南市公安局交通警察支队	ni	
24677	keychain	ni	
11264	复旦大学现代物理研究所	ni	
25743	中央环保	nh	
10789	陈咬金	nh	
10046	芝加哥公牛	ni	
24580	杨光	nh	
3099	adobe	ni	
5699	米1	ni	
28325	意大利电视台	ni	
13508	艾拉	ni	
24596	刘宏疆	ni	
27293	杨洋妍	nh	
4509	麦沃	ni	
26440	萨满教	ni	
27749	浙江广厦	ni	
30066	阿德里安	nh	
14565	石家庄私立一中	ni	
23770	途观本田	ni	
28112	MySQL维基媒体基金会	ni	
6263	统一社会信用代码	ni	
19980	虞姬马可波罗	ni	
14993	伊捏斯塔	ni	
25570	汪天云	ni	
6777	mg	ni	
6996	艾青	ni	
5268	闪远	ni	
24926	有格林	ni	
24997	李米	ni	
2526	关健	ni	
10307	上海炫动传播股份有限公司	ni	
11540	韦德来	ni	
31081	宋太太	ni	
409	飞度	ni	
19068	上海梅赛德斯-奔驰文化中心	ni	
16207	汪初恋	ni	
21436	华为官方售后服务中心	ni	
11378	卡嘉莉	ni	
5806	安倍晋三	ni	
14010	曼顿校区	ni	
4204	赵欣瑜	nh	
29210	凯渥模特儿经纪公司	nh	
10952	观山湖支行	ni	
25187	李忆如	nh	
26772	弗汽油版	ni	
16350	小卒	ni	
20927	祁钰	ni	
7925	比利	ni	
3005	log	ni	
12395	图奇	ni	
19837	三星集团	ni	
29679	张鲁张秀	nh	
17395	尼史村爱心小学	ni	
28414	达莫尔	nh	
16410	梅腾	ni	
547	孙膑	ni	
11239	王比张	nh	
26032	巴黎联合国科教文	ni	
22361	power亚太公司	ni	
31076	福井谦	nh	
30526	小小瑶	ni	
15461	王师	ni	
15703	秦和	ni	
13555	肖申克	nh	
26709	武汉大学历史系	ni	
2398	宋词选	ni	
16408	意大利设计中心	ni	
27206	琳达	nh	
10807	中华人民共和国国旗方案	ni	
3782	卓尔	ni	
19180	孔雀青	nh	
476	李白	ni	
27498	金鹰小学	nh	
7250	嘻修罗	ni	
11413	博尼斯	nh	
26885	论语大学中庸	ni	
24724	克明俊德	ni	
26725	全国文协	ni	
8997	凡高	nh	
10328	吉鲁	ni	
9387	海南省国税局	ni	
27546	╯‵′	nh	
25189	杨文意	nh	
1539	麦克降	ni	
30764	中央陆军足球俱乐部	ni	
28182	杭州市公安局交警支队	ni	
12459	iv	ni	
1125	近光	ni	
9200	子心	ni	
23233	戈特利布·戴姆勒发明	ni	
26022	科睿唯安公司	ni	
21692	安厦岗	ni	
12218	中国爱乐乐团乐队	ni	
20120	沿松	nh	
2450	周严	ni	
21228	李鑫	ni	
776	5GHz	ni	
14117	南加利福尼亚大学	ni	
8604	尼尔弗格森	nh	
10098	体智	nh	
11617	奥杜尔	nh	
15736	恒大云报华府卡姆中心	ni	
1931	李场	nh	
30001	中法生物医学信息研究中心	ni	
30487	东风风神	ni	
18205	南郭	nh	
